tripinfo_arrival,tripinfo_arrivalLane,tripinfo_arrivalPos,tripinfo_arrivalSpeed,tripinfo_depart,tripinfo_departDelay,tripinfo_departLane,tripinfo_departPos,tripinfo_departSpeed,tripinfo_devices,tripinfo_duration,tripinfo_id,tripinfo_rerouteNo,tripinfo_routeLength,tripinfo_speedFactor,tripinfo_stopTime,tripinfo_timeLoss,tripinfo_vType,tripinfo_vaporized,tripinfo_waitingCount,tripinfo_waitingTime,emissions_CO2_abs,emissions_CO_abs,emissions_HC_abs,emissions_NOx_abs,emissions_PMx_abs,emissions_electricity_abs,emissions_fuel_abs
2010.00,118664583#1_0,197.62,24.34,1542.00,0.00,1023791771#3_0,5.10,0.00,tripinfo_514 emissions_514 fcd_514,468.00,514,0,1763.90,1.10,0.00,326.34,DEFAULT_VEHTYPE,,6,254.00,1347782.514810,55965.090188,286.462837,590.637829,29.663808,0,429896.284341
2010.00,42195044#4_0,94.23,7.58,1566.00,0.00,492443599#0_0,5.10,0.00,tripinfo_522 emissions_522 fcd_522,444.00,522,0,1578.88,0.99,0.00,286.90,DEFAULT_VEHTYPE,,4,248.00,1117661.300108,50216.995495,254.596297,486.860356,23.987181,0,356498.564175
2015.00,416775490#1_0,0.20,10.98,1764.00,0.00,300069416#0_0,5.10,0.00,tripinfo_588 emissions_588 fcd_588,251.00,588,0,1206.70,0.89,0.00,129.17,DEFAULT_VEHTYPE,,4,89.00,632072.648433,23516.189548,121.741871,270.566924,12.765283,0,201608.942782
2015.00,45421576#2_0,122.71,11.80,1917.00,0.00,492470515#0_0,0.20,0.00,tripinfo_639 emissions_639 fcd_639,98.00,639,0,899.11,0.93,0.00,11.42,DEFAULT_VEHTYPE,,0,0.00,229895.008020,3739.080594,22.057327,89.993405,3.450920,0,73326.746859
2018.00,300069417#0_0,20.85,9.41,1995.00,0.00,49577049#1_0,5.10,0.00,tripinfo_665 emissions_665 fcd_665,23.00,665,0,184.62,0.92,0.00,6.05,DEFAULT_VEHTYPE,,0,0.00,78520.937012,1524.207165,8.773671,32.296126,1.384709,0,25044.759523
2020.00,416775490#0_0,0.20,11.67,1908.00,0.00,118664583#0_0,5.10,0.00,tripinfo_636 emissions_636 fcd_636,112.00,636,0,926.77,1.18,0.00,48.01,DEFAULT_VEHTYPE,,1,26.00,391445.265296,9463.150654,52.080636,163.429988,7.533413,0,124854.514198
2020.00,399285452#2_0,38.84,7.68,1944.00,0.00,65107406#1_0,0.20,0.00,tripinfo_648 emissions_648 fcd_648,76.00,648,0,385.80,1.01,0.00,39.30,DEFAULT_VEHTYPE,,2,17.00,208901.518812,6859.165792,36.099654,89.457324,4.177296,0,66631.679513
2022.00,42201277#4_1,73.87,7.81,1719.00,0.00,492443599#0_0,5.10,0.00,tripinfo_573 emissions_573 fcd_573,303.00,573,0,1441.50,0.97,0.00,159.68,DEFAULT_VEHTYPE,,6,103.00,742344.413766,27939.924648,144.085825,314.054017,14.503948,0,236782.512910
2026.00,49577049#1_0,61.60,10.21,1428.00,0.00,894151134#1_0,1.43,0.00,tripinfo_476 emissions_476 fcd_476,598.00,476,0,1393.87,0.81,0.00,429.35,DEFAULT_VEHTYPE,,3,382.00,1513431.915524,76125.466438,381.935021,670.109934,33.964959,0,482740.259860
2027.00,-604749597_0,56.51,13.39,1803.00,6.00,559910546#5_0,0.20,0.00,tripinfo_599 emissions_599 fcd_599,224.00,599,0,1724.61,1.06,0.00,77.25,DEFAULT_VEHTYPE,,2,41.00,653377.801285,15843.850073,87.076538,270.214782,11.968397,0,208400.613633
2028.00,337277984#6_0,140.87,4.41,1800.00,0.00,542434369#2_0,0.20,0.00,tripinfo_600 emissions_600 fcd_600,228.00,600,0,1175.93,0.99,0.00,114.82,DEFAULT_VEHTYPE,,3,75.00,568516.526446,20154.355134,104.985590,242.641099,11.339868,0,181336.286131
2032.00,285931678_0,100.10,7.70,1632.00,0.00,410645791_0,5.10,0.00,tripinfo_544 emissions_544 fcd_544,400.00,544,0,1626.55,1.01,0.00,232.31,DEFAULT_VEHTYPE,,5,163.00,986281.698357,39991.347502,204.793592,424.951457,20.454704,0,314590.667419
2033.00,42141326#14_0,112.33,7.25,1251.00,0.00,48501815#1_0,5.10,0.00,tripinfo_417 emissions_417 fcd_417,782.00,417,0,1989.29,0.94,0.00,561.43,DEFAULT_VEHTYPE,,5,519.00,1954937.175018,98264.280474,493.001508,863.867152,43.743227,0,623567.621878
2036.00,-389741418_1,38.67,12.92,1788.00,0.00,-49578956_0,5.10,0.00,tripinfo_596 emissions_596 fcd_596,248.00,596,0,1360.99,1.01,0.00,114.88,DEFAULT_VEHTYPE,,3,82.00,645326.368090,21964.622294,114.901464,272.319650,12.507630,0,205835.728797
2038.00,48866096_0,98.56,11.26,1761.00,0.00,-264396528_0,5.10,0.00,tripinfo_587 emissions_587 fcd_587,277.00,587,0,1397.05,0.86,0.00,133.77,DEFAULT_VEHTYPE,,4,95.00,696457.706439,25152.663820,130.655073,294.705573,13.577823,0,222145.606991
2044.00,559164160_0,113.06,7.81,1383.00,0.00,45421575#1_0,5.10,0.00,tripinfo_461 emissions_461 fcd_461,661.00,461,0,1778.33,0.99,0.00,492.69,DEFAULT_VEHTYPE,,6,451.00,1695357.039068,84456.853650,423.948342,749.373323,38.197693,0,540768.467374
2044.00,559164160_1,113.06,7.94,1536.00,0.00,1023791771#4_0,5.10,0.00,tripinfo_512 emissions_512 fcd_512,508.00,512,0,1874.12,1.02,0.00,319.38,DEFAULT_VEHTYPE,,6,257.00,1273114.381870,55288.548676,281.402065,552.936474,26.928385,0,406082.355751
2048.00,42195044#1_0,69.53,8.83,1767.00,0.00,48202933_0,5.10,0.00,tripinfo_589 emissions_589 fcd_589,281.00,589,0,1378.60,1.08,0.00,163.17,DEFAULT_VEHTYPE,,5,94.00,760619.346155,27204.325774,141.608588,327.866447,15.673799,0,242609.738935
2049.00,45421575#3_1,0.20,12.52,1845.00,0.00,42201277#2_0,5.10,0.00,tripinfo_615 emissions_615 fcd_615,204.00,615,0,1280.15,0.99,0.00,78.80,DEFAULT_VEHTYPE,,3,48.00,536466.216685,16105.313311,85.519335,222.970918,9.900728,0,171112.478700
2050.00,300069417#1_0,29.69,11.89,1899.00,0.00,42195044#0_0,5.10,0.00,tripinfo_633 emissions_633 fcd_633,151.00,633,0,775.00,1.16,0.00,71.07,DEFAULT_VEHTYPE,,3,49.00,394427.434682,13753.273659,71.739702,166.766328,7.624251,0,125808.267728
2055.00,334968591#2_0,7.31,7.91,1530.00,0.00,305214685_0,0.20,0.00,tripinfo_510 emissions_510 fcd_510,525.00,510,0,1654.63,0.98,0.00,370.71,DEFAULT_VEHTYPE,,8,294.00,1396565.528545,62835.523867,318.803606,615.402028,30.911505,0,445459.111613
2055.00,42492699#3_1,32.35,8.20,1872.00,0.00,542435211_0,0.20,0.00,tripinfo_624 emissions_624 fcd_624,183.00,624,0,1241.16,1.08,0.00,81.83,DEFAULT_VEHTYPE,,2,59.00,522205.802172,15642.176805,83.082450,217.950438,10.002370,0,166563.579829
2058.00,48583899#1_0,108.38,9.00,1953.00,0.00,49582170_0,5.10,0.00,tripinfo_651 emissions_651 fcd_651,105.00,651,0,1062.84,1.12,0.00,21.07,DEFAULT_VEHTYPE,,0,0.00,301451.408771,4543.621770,27.606834,120.463797,4.937124,0,96149.539455
2060.00,334968591#2_0,7.31,7.36,1710.00,0.00,48866096_0,5.10,0.00,tripinfo_570 emissions_570 fcd_570,350.00,570,0,1718.68,0.96,0.00,187.47,DEFAULT_VEHTYPE,,5,122.00,924019.685215,32899.840839,171.216762,393.948623,18.389248,0,294729.126409
2060.00,-972644144#0_0,280.48,16.16,1920.00,0.00,-424074247_0,5.10,0.00,tripinfo_640 emissions_640 fcd_640,140.00,640,0,1350.56,1.17,0.00,46.78,DEFAULT_VEHTYPE,,1,22.00,455356.152177,9440.794729,53.179957,186.337123,8.329829,0,145238.934746
2068.00,42201276#3_0,466.37,8.39,1599.00,0.00,45421575#2_0,5.10,0.00,tripinfo_533 emissions_533 fcd_533,469.00,533,0,1692.77,1.03,0.00,307.00,DEFAULT_VEHTYPE,,4,260.00,1196112.152938,52864.097373,268.500220,520.021636,25.474377,0,381521.550535
2072.00,65107406#0_1,0.20,2.58,1443.00,0.00,49577311#1_0,5.10,0.00,tripinfo_481 emissions_481 fcd_481,629.00,481,0,1481.26,0.84,0.00,494.84,DEFAULT_VEHTYPE,,7,450.00,1633242.268284,83060.989448,416.321074,724.965008,37.241967,0,520956.308279
2073.00,552654210_0,100.96,4.79,1980.00,0.00,518706138#1_0,5.10,0.00,tripinfo_660 emissions_660 fcd_660,93.00,660,0,702.87,1.07,0.00,37.87,DEFAULT_VEHTYPE,,2,17.00,285037.520782,7341.216305,39.931185,119.091907,5.410259,0,90915.284089
2075.00,542435213_0,24.60,11.55,1656.00,0.00,48909342#0_0,5.10,0.00,tripinfo_552 emissions_552 fcd_552,419.00,552,0,1579.74,0.83,0.00,276.61,DEFAULT_VEHTYPE,,6,224.00,1075117.290768,46969.718067,238.896042,465.911551,22.764086,0,342927.932539
2075.00,893257053_1,38.12,7.99,1659.00,0.00,48501815#1_0,5.10,0.00,tripinfo_553 emissions_553 fcd_553,416.00,553,0,1675.19,1.05,0.00,265.23,DEFAULT_VEHTYPE,,4,211.00,1099395.990150,45718.031804,233.809410,477.227555,23.265947,0,350670.522012
2081.00,49577311#2_0,95.17,13.85,1821.00,0.00,48501815#3_0,0.20,0.00,tripinfo_607 emissions_607 fcd_607,260.00,607,0,1535.11,1.04,0.00,126.00,DEFAULT_VEHTYPE,,3,75.00,709824.720266,22383.403040,118.305740,300.194312,13.904416,0,226407.082502
2083.00,-48202922_1,107.68,13.29,1581.00,0.00,894151134#0_0,5.10,0.00,tripinfo_527 emissions_527 fcd_527,502.00,527,0,1579.87,1.00,0.00,349.82,DEFAULT_VEHTYPE,,7,304.00,1333644.076236,61027.548753,308.745082,583.856363,29.199430,0,425390.307409
2083.00,542435212_1,24.60,10.71,1848.00,0.00,45421575#0_0,5.10,0.00,tripinfo_616 emissions_616 fcd_616,235.00,616,0,937.28,0.88,0.00,151.76,DEFAULT_VEHTYPE,,4,118.00,641120.217305,26240.521389,134.407326,278.458960,13.635454,0,204495.570394
2084.00,42141326#14_0,112.33,7.80,1998.00,0.00,42141326#8_0,5.10,0.00,tripinfo_666 emissions_666 fcd_666,86.00,666,0,661.75,1.03,0.00,8.42,DEFAULT_VEHTYPE,,0,0.00,167609.843790,3357.158467,19.047638,64.635003,2.218749,0,53461.107112
2086.00,542435212_1,24.60,10.85,1773.00,0.00,-47861233_0,5.10,0.00,tripinfo_591 emissions_591 fcd_591,313.00,591,0,1239.13,0.80,0.00,194.80,DEFAULT_VEHTYPE,,6,130.00,799007.925595,32448.378887,166.351001,344.814756,16.548413,0,254856.688570
2090.00,492470515#1_0,87.19,5.02,1948.00,1.00,416775490#0_0,0.20,0.00,tripinfo_649 emissions_649 fcd_649,142.00,649,0,597.38,0.69,0.00,50.42,DEFAULT_VEHTYPE,,1,31.00,298057.285480,11573.582087,59.540151,126.228989,5.645952,0,95070.440969
2097.00,334968591#2_0,7.31,7.82,1965.00,0.00,300069416#1_0,1.65,0.00,tripinfo_655 emissions_655 fcd_655,132.00,655,0,796.32,1.01,0.00,39.43,DEFAULT_VEHTYPE,,1,23.00,296075.782348,8807.548197,46.896011,121.773961,5.125100,0,94437.285538
2097.00,118664583#2_0,153.88,21.70,2031.00,0.00,49577049#0_0,5.10,0.00,tripinfo_677 emissions_677 fcd_677,66.00,677,0,841.12,1.02,0.00,11.44,DEFAULT_VEHTYPE,,0,0.00,261172.517262,3863.072394,23.740389,106.641394,4.969717,0,83301.686747
2100.00,-47861237_1,34.13,13.54,1818.00,96.00,-48202921_0,5.10,0.00,tripinfo_574 emissions_574 fcd_574,282.00,574,0,1339.76,1.02,0.00,161.51,DEFAULT_VEHTYPE,,3,107.00,761300.886287,28263.608904,146.417977,327.739047,15.705057,0,242827.805368
2100.00,264396528_0,82.87,4.23,1851.00,0.00,45421575#0_0,5.10,0.00,tripinfo_617 emissions_617 fcd_617,249.00,617,0,1445.88,0.94,0.00,104.33,DEFAULT_VEHTYPE,,4,69.00,608153.987037,19784.805400,103.919134,253.580068,11.380247,0,193978.996317
2100.00,492470515#1_0,87.19,8.00,1878.00,0.00,42201277#0_0,5.10,0.00,tripinfo_626 emissions_626 fcd_626,222.00,626,0,1098.98,1.06,0.00,122.61,DEFAULT_VEHTYPE,,4,92.00,594980.315536,22308.152360,115.202503,253.649024,12.004308,0,189777.947499
2102.00,49577049#1_0,61.60,15.50,1791.00,0.00,399285452#0_0,5.10,0.00,tripinfo_597 emissions_597 fcd_597,311.00,597,0,1970.24,1.16,0.00,156.52,DEFAULT_VEHTYPE,,5,98.00,947889.587231,28745.757983,153.133154,404.852950,19.210274,0,302339.302716
2102.00,40668087#4_0,113.68,7.54,1818.00,0.00,559910546#2_0,5.10,0.00,tripinfo_606 emissions_606 fcd_606,284.00,606,0,1288.67,0.94,0.00,139.31,DEFAULT_VEHTYPE,,3,106.00,701135.201624,27016.193786,139.152320,298.483893,13.838243,0,223638.383745
2105.00,48501815#1_0,44.35,14.07,1896.00,0.00,402762621_0,5.10,0.00,tripinfo_632 emissions_632 fcd_632,209.00,632,0,1012.53,1.04,0.00,114.46,DEFAULT_VEHTYPE,,2,70.00,563000.655814,20177.173030,104.836100,241.727252,11.583845,0,179576.690634
2111.00,49577049#2_0,76.72,15.40,1770.00,0.00,518706138#1_0,5.10,0.00,tripinfo_590 emissions_590 fcd_590,341.00,590,0,1863.63,1.11,0.00,194.86,DEFAULT_VEHTYPE,,5,133.00,1017927.061890,34427.386257,180.409226,435.882547,20.830397,0,324680.504273
2111.00,542440756_1,99.26,11.77,1929.00,0.00,559910546#2_0,5.10,0.00,tripinfo_643 emissions_643 fcd_643,182.00,643,0,469.49,0.92,0.00,143.12,DEFAULT_VEHTYPE,,3,113.00,507779.805086,23860.372049,120.411170,223.911642,11.374261,0,161965.830334
2125.00,311212628#1_0,107.44,7.93,1827.00,0.00,1023791771#3_0,5.10,0.00,tripinfo_609 emissions_609 fcd_609,298.00,609,0,1808.85,1.02,0.00,130.05,DEFAULT_VEHTYPE,,4,85.00,807457.555492,25341.148254,134.049241,340.595521,15.621080,0,257548.369651
2125.00,118664583#2_0,153.88,23.56,1971.00,0.00,334968591#0_0,5.10,0.00,tripinfo_657 emissions_657 fcd_657,154.00,657,0,1423.62,1.09,0.00,57.57,DEFAULT_VEHTYPE,,2,35.00,503375.433997,11899.886472,65.587536,205.596355,9.639614,0,160555.688097
2128.00,48202922_1,107.71,9.11,1950.00,0.00,49577049#2_0,5.10,0.00,tripinfo_650 emissions_650 fcd_650,178.00,650,0,994.63,1.05,0.00,73.79,DEFAULT_VEHTYPE,,3,46.00,458289.982519,14836.595192,78.192821,193.478972,8.742335,0,146177.514861
2131.00,42201281#2_1,74.29,9.08,1914.00,0.00,399285452#3_0,5.10,0.00,tripinfo_638 emissions_638 fcd_638,217.00,638,0,1579.41,1.11,0.00,93.71,DEFAULT_VEHTYPE,,3,63.00,629483.115463,17908.932772,95.768982,261.825432,11.984645,0,200780.420323
2132.00,42201281#1_0,81.86,7.97,1943.00,2.00,42141326#1_0,5.10,0.00,tripinfo_647 emissions_647 fcd_647,189.00,647,0,1094.23,1.02,0.00,83.98,DEFAULT_VEHTYPE,,3,59.00,486104.192509,16018.157606,84.037508,202.266118,9.053418,0,155049.735617
2134.00,42141326#8_0,5.99,8.87,1902.00,0.00,337277984#1_0,5.10,0.00,tripinfo_634 emissions_634 fcd_634,232.00,634,0,1352.06,1.13,0.00,91.64,DEFAULT_VEHTYPE,,2,70.00,544614.807754,18201.221365,95.384644,224.889420,9.732612,0,173713.101271
2135.00,399285450#2_0,310.05,6.22,1752.00,0.00,-264396528_0,5.10,0.00,tripinfo_584 emissions_584 fcd_584,383.00,584,0,1717.75,0.89,0.00,194.83,DEFAULT_VEHTYPE,,5,144.00,918686.095101,35801.620130,184.276016,392.050911,18.304959,0,293029.832308
2136.00,398532019#1_0,171.74,11.46,2022.00,0.00,42143918#11_0,5.10,0.00,tripinfo_674 emissions_674 fcd_674,114.00,674,0,930.22,0.86,0.00,24.44,DEFAULT_VEHTYPE,,1,10.00,281502.526317,5964.556633,33.596996,111.848860,4.433542,0,89788.011158
2148.00,42201278#1_0,66.83,6.61,1932.00,0.00,399285452#2_0,5.10,0.00,tripinfo_644 emissions_644 fcd_644,216.00,644,0,1515.12,0.93,0.00,68.08,DEFAULT_VEHTYPE,,1,43.00,525623.661902,14325.528201,77.235221,214.850097,9.161771,0,167653.832418
2159.00,398532019#2_0,151.13,11.67,2076.00,0.00,1023791771#1_0,5.10,0.00,tripinfo_692 emissions_692 fcd_692,83.00,692,0,610.80,0.85,0.00,13.20,DEFAULT_VEHTYPE,,1,1.00,188932.690650,4152.360270,23.213601,74.888826,2.912613,0,60262.094057
2161.00,940158936#2_1,73.36,7.11,2064.00,0.00,334968591#2_0,5.10,0.00,tripinfo_688 emissions_688 fcd_688,97.00,688,0,554.64,0.99,0.00,44.34,DEFAULT_VEHTYPE,,1,30.00,263379.613011,8563.822202,45.169372,112.787228,5.325889,0,84008.041678
2165.00,300069416#1_0,1.65,7.39,1989.00,0.00,416775490#0_0,0.20,0.00,tripinfo_663 emissions_663 fcd_663,176.00,663,0,1124.45,0.91,0.00,60.01,DEFAULT_VEHTYPE,,1,39.00,422928.649619,12616.977505,67.086691,175.232806,7.642699,0,134898.390546
2166.00,42195044#1_0,69.53,7.76,2061.00,0.00,-410645792_0,5.10,0.00,tripinfo_687 emissions_687 fcd_687,105.00,687,0,637.23,0.97,0.00,14.87,DEFAULT_VEHTYPE,,0,0.00,213602.339663,5594.795995,30.319858,86.661176,3.482482,0,68131.032991
2168.00,48202933_1,70.46,14.64,1938.00,0.00,894151134#1_0,1.43,0.00,tripinfo_646 emissions_646 fcd_646,230.00,646,0,793.18,1.11,0.00,154.11,DEFAULT_VEHTYPE,,5,123.00,653911.521652,27706.160672,141.492423,286.849229,14.269309,0,208575.711822
2172.00,542435212_1,24.60,11.16,1869.00,0.00,-47861236_0,5.10,0.00,tripinfo_623 emissions_623 fcd_623,303.00,623,0,1280.07,0.98,0.00,203.85,DEFAULT_VEHTYPE,,4,154.00,846107.041290,34030.377666,174.579808,366.428323,17.936576,0,269879.115957
2172.00,48500732_0,15.56,14.82,2087.00,5.00,1023791771#2_0,0.20,0.00,tripinfo_694 emissions_694 fcd_694,85.00,694,0,367.21,1.10,0.00,49.49,DEFAULT_VEHTYPE,,2,31.00,237338.833563,8959.698282,46.344289,102.491198,4.915190,0,75702.676502
2177.00,42141326#14_0,112.33,6.81,1921.00,10.00,389741416_0,2.47,0.00,tripinfo_637 emissions_637 fcd_637,256.00,637,0,1305.29,0.85,0.00,78.68,DEFAULT_VEHTYPE,,2,47.00,517381.473247,18004.656065,93.787010,214.363871,9.092653,0,165027.113364
2177.00,40668087#4_0,113.68,7.68,1982.00,47.00,1023791771#2_0,0.20,0.00,tripinfo_645 emissions_645 fcd_645,195.00,645,0,932.93,0.96,0.00,72.56,DEFAULT_VEHTYPE,,3,48.00,436239.485401,15889.803238,82.376885,183.361630,8.121411,0,139145.535166
2181.00,47861236_0,25.30,14.70,1926.00,0.00,48501815#2_0,0.20,0.00,tripinfo_642 emissions_642 fcd_642,255.00,642,0,1146.12,1.07,0.00,172.05,DEFAULT_VEHTYPE,,5,145.00,738787.733262,29915.799880,153.149071,319.504901,15.808080,0,235647.952071
2182.00,398532019#1_0,171.74,17.12,1923.00,0.00,48202923_0,5.10,0.00,tripinfo_641 emissions_641 fcd_641,259.00,641,0,1645.63,1.24,0.00,150.55,DEFAULT_VEHTYPE,,4,100.00,790784.520483,25611.434937,134.581476,335.238669,16.059344,0,252230.070951
2182.00,894151134#2_0,14.51,8.86,2139.00,0.00,45421575#2_0,5.10,0.00,tripinfo_713 emissions_713 fcd_713,43.00,713,0,377.20,1.13,0.00,14.67,DEFAULT_VEHTYPE,,1,1.00,167238.037129,3257.751897,18.780035,70.953331,3.293451,0,53341.268873
2186.00,42195044#7_0,15.21,8.30,1956.00,0.00,48202925#1_0,5.10,0.00,tripinfo_652 emissions_652 fcd_652,230.00,652,0,1151.99,1.01,0.00,126.33,DEFAULT_VEHTYPE,,3,94.00,626439.905723,22530.291075,116.985851,266.883238,12.542300,0,199811.943641
2190.00,42195044#7_0,15.21,7.19,2025.00,0.00,416775490#1_0,0.20,0.00,tripinfo_675 emissions_675 fcd_675,165.00,675,0,1067.26,0.98,0.00,63.07,DEFAULT_VEHTYPE,,2,37.00,416782.281147,12402.787279,65.965691,172.436228,7.588228,0,132937.878914
2194.00,118664583#1_0,197.62,19.83,1986.00,0.00,48909342#4_0,5.10,0.00,tripinfo_662 emissions_662 fcd_662,208.00,662,0,1205.53,0.91,0.00,103.67,DEFAULT_VEHTYPE,,3,74.00,617023.111285,20277.073263,106.635416,261.934227,12.344203,0,196807.197313
2195.00,399285452#2_0,38.84,8.53,2010.00,0.00,42195044#7_0,5.10,0.00,tripinfo_670 emissions_670 fcd_670,185.00,670,0,671.38,1.05,0.00,107.59,DEFAULT_VEHTYPE,,4,86.00,455440.456795,19684.254642,100.184520,196.597499,9.377778,0,145270.986692
2208.00,559910546#4_1,0.20,7.16,1842.00,0.00,42143918#0_0,5.10,0.00,tripinfo_614 emissions_614 fcd_614,366.00,614,0,2043.62,0.98,0.00,152.66,DEFAULT_VEHTYPE,,5,103.00,868871.854002,29563.808654,154.629937,364.021766,16.281681,0,277139.220401
2209.00,264394468_0,97.79,6.88,2115.00,0.00,334968591#3_0,5.10,0.00,tripinfo_705 emissions_705 fcd_705,94.00,705,0,784.16,0.96,0.00,15.65,DEFAULT_VEHTYPE,,1,1.00,229957.685871,4415.623865,25.321919,91.507135,3.592167,0,73346.978424
2213.00,42201277#1_0,20.18,7.46,2037.00,0.00,547510537_0,5.10,0.00,tripinfo_679 emissions_679 fcd_679,176.00,679,0,1118.13,1.01,0.00,76.58,DEFAULT_VEHTYPE,,2,48.00,473620.949564,14256.997802,75.756455,198.226008,8.998400,0,151066.964377
2215.00,410645794_0,96.82,12.22,2196.00,0.00,-604749597_0,5.10,0.00,tripinfo_732 emissions_732 fcd_732,19.00,732,0,157.38,0.93,0.00,5.62,DEFAULT_VEHTYPE,,0,0.00,74954.581878,1465.051635,8.424948,31.410355,1.400895,0,23907.157459
2216.00,45421575#2_1,107.12,13.52,2148.00,0.00,48583899#0_0,5.10,0.00,tripinfo_716 emissions_716 fcd_716,68.00,716,0,216.53,0.99,0.00,46.53,DEFAULT_VEHTYPE,,1,39.00,189996.757332,8212.976351,41.799351,82.971043,4.106788,0,60602.706130
2219.00,1023791771#2_0,0.20,6.11,2106.00,0.00,42143918#10_0,5.10,0.00,tripinfo_702 emissions_702 fcd_702,113.00,702,0,531.57,0.98,0.00,47.20,DEFAULT_VEHTYPE,,2,31.00,257179.291930,9467.298464,49.023919,108.306278,4.829285,0,82031.454162
2227.00,45421576#1_0,82.96,12.80,2034.00,0.00,337277984#1_0,5.10,0.00,tripinfo_678 emissions_678 fcd_678,193.00,678,0,1396.87,0.99,0.00,51.85,DEFAULT_VEHTYPE,,3,18.00,463250.378092,11384.440305,62.397837,189.181476,7.934415,0,147758.452800
2231.00,398532019#1_0,171.74,12.95,2043.00,0.00,542434369#3_0,5.10,0.00,tripinfo_681 emissions_681 fcd_681,188.00,681,0,1152.60,1.02,0.00,76.10,DEFAULT_VEHTYPE,,2,43.00,508515.301833,15203.571884,80.823420,214.038289,9.794651,0,162196.664852
2236.00,-389741417#1_0,73.50,12.81,2142.00,0.00,337277984#2_0,5.10,0.00,tripinfo_714 emissions_714 fcd_714,94.00,714,0,704.12,1.00,0.00,13.30,DEFAULT_VEHTYPE,,0,0.00,210800.670365,4395.888426,24.798722,83.900281,3.226178,0,67236.950668
2249.00,410645793_0,19.41,1.70,2016.00,0.00,518706138#1_0,5.10,0.00,tripinfo_672 emissions_672 fcd_672,233.00,672,0,1591.88,1.03,0.00,73.39,DEFAULT_VEHTYPE,,2,36.00,594512.850704,16198.041052,87.228331,244.927678,10.726102,0,189626.419256
2251.00,49577311#0_0,45.50,12.56,2157.00,0.00,42201276#1_0,5.10,0.00,tripinfo_719 emissions_719 fcd_719,94.00,719,0,703.54,0.95,0.00,10.73,DEFAULT_VEHTYPE,,0,0.00,202235.230009,4124.539249,23.374543,80.735042,3.106842,0,64504.835142
2254.00,389741417#0_1,9.38,11.73,2088.00,0.00,-47861237_0,5.10,0.00,tripinfo_696 emissions_696 fcd_696,166.00,696,0,937.36,1.12,0.00,104.59,DEFAULT_VEHTYPE,,2,84.00,505283.864970,17822.809391,92.535323,214.357187,10.355460,0,161167.106191
2255.00,42201277#1_0,20.18,7.21,2133.00,0.00,940158936#2_0,5.10,0.00,tripinfo_711 emissions_711 fcd_711,122.00,711,0,983.98,0.90,0.00,22.96,DEFAULT_VEHTYPE,,1,3.00,305631.186036,6254.264663,35.518467,123.633347,5.043543,0,97483.620646
2256.00,894151134#3_0,56.35,8.00,2019.00,0.00,893240697_0,5.10,0.00,tripinfo_673 emissions_673 fcd_673,237.00,673,0,1188.42,1.11,0.00,129.30,DEFAULT_VEHTYPE,,4,89.00,648142.586501,23380.233401,121.463254,277.016391,13.138880,0,206734.202731
2260.00,398531209_0,2.29,3.61,1857.00,0.00,389741419_0,5.10,0.00,tripinfo_619 emissions_619 fcd_619,403.00,619,0,1382.13,1.04,0.00,288.47,DEFAULT_VEHTYPE,,6,218.00,1126751.557833,48321.025977,246.251536,493.436294,24.567712,0,359396.146737
2261.00,264396528_0,82.87,5.96,2049.00,0.00,559910546#2_0,5.10,0.00,tripinfo_683 emissions_683 fcd_683,212.00,683,0,1341.75,1.21,0.00,99.71,DEFAULT_VEHTYPE,,3,60.00,610415.837512,18280.397149,97.372344,258.263604,12.014206,0,194698.767321
2261.00,-389741416_0,2.47,15.72,2085.00,0.00,42143918#0_0,5.10,0.00,tripinfo_695 emissions_695 fcd_695,176.00,695,0,1435.57,1.17,0.00,37.75,DEFAULT_VEHTYPE,,1,4.00,433331.996392,8347.832912,47.881483,172.223780,6.723113,0,138215.018310
2263.00,-48202922_0,107.68,12.84,1890.00,0.00,1023791771#4_0,5.10,0.00,tripinfo_630 emissions_630 fcd_630,373.00,630,0,1770.45,0.94,0.00,203.43,DEFAULT_VEHTYPE,,5,160.00,959101.754354,36840.303746,189.747162,409.267409,19.345377,0,305920.541436
2265.00,49577311#1_0,41.23,12.90,2028.00,0.00,894151134#1_0,1.43,0.00,tripinfo_676 emissions_676 fcd_676,237.00,676,0,1295.77,0.97,0.00,92.50,DEFAULT_VEHTYPE,,3,56.00,576938.216447,18648.890905,98.266468,243.219743,11.013192,0,184021.902333
2265.00,398531209_0,2.29,5.89,2046.00,0.00,48909342#3_0,5.10,0.00,tripinfo_682 emissions_682 fcd_682,219.00,682,0,950.87,0.99,0.00,143.46,DEFAULT_VEHTYPE,,4,103.00,631820.137747,24454.226733,125.969207,273.749866,13.383453,0,201528.324200
2269.00,47861237_1,34.13,12.31,2223.00,0.00,-47861237_0,5.10,0.00,tripinfo_741 emissions_741 fcd_741,46.00,741,0,436.64,0.98,0.00,11.24,DEFAULT_VEHTYPE,,0,0.00,169100.660362,2926.669621,17.243803,70.058431,3.090642,0,53935.403756
2275.00,940158936#1_0,42.31,6.12,2181.00,0.00,42195044#3_0,5.10,0.00,tripinfo_727 emissions_727 fcd_727,94.00,727,0,611.05,0.86,0.00,11.73,DEFAULT_VEHTYPE,,0,0.00,181182.923689,4405.357736,24.151511,72.027636,2.683073,0,57790.544168
